fill	x	key	showSelectedlegendfill	group
#FF0000	0.719633307307959	0.719633307307959	validation	96
#FF0000	0.400364135857671	0.400364135857671	validation	97
#FF0000	-1.45052584586665	-1.45052584586665	validation	98
#FF0000	3.24091838207096	3.24091838207096	validation	99
#FF0000	-3.13863238785416	-3.13863238785416	validation	100
#000000	4.88909297855571	4.88909297855571	subtrain	101
#000000	-1.02254546713084	-1.02254546713084	subtrain	102
#000000	-3.84302221238613	-3.84302221238613	subtrain	103
#000000	-4.30251321289688	-4.30251321289688	subtrain	104
#000000	-2.56250609410927	-2.56250609410927	subtrain	105
#000000	2.92010425822809	2.92010425822809	subtrain	106
#000000	-1.59937647171319	-1.59937647171319	subtrain	107
#000000	4.72062500659376	4.72062500659376	subtrain	108
#000000	-3.34144515451044	-3.34144515451044	subtrain	109
#000000	-0.408963342197239	-0.408963342197239	subtrain	110
#FF0000	-3.28251923201606	-3.28251923201606	validation	111
#FF0000	-2.68522898200899	-2.68522898200899	validation	112
#FF0000	2.72811945760623	2.72811945760623	validation	113
#FF0000	-4.03698458336294	-4.03698458336294	validation	114
#FF0000	-0.46552229905501	-0.46552229905501	validation	115
#FF0000	-4.15299287065864	-4.15299287065864	validation	116
#FF0000	0.606658670585603	0.606658670585603	validation	117
#FF0000	-4.91295400075614	-4.91295400075614	validation	118
#FF0000	4.85737090697512	4.85737090697512	validation	119
#FF0000	-1.83415195904672	-1.83415195904672	validation	120
#FF0000	1.3944894191809	1.3944894191809	validation	121
#FF0000	-2.04776764614508	-2.04776764614508	validation	122
#FF0000	4.96703693876043	4.96703693876043	validation	123
#FF0000	4.06021320261061	4.06021320261061	validation	124
#FF0000	4.88739144057035	4.88739144057035	validation	125
#FF0000	-4.3435426056385	-4.3435426056385	validation	126
#FF0000	1.27038758480921	1.27038758480921	validation	127
#FF0000	-0.0952495913952589	-0.0952495913952589	validation	128
#FF0000	4.71024412894621	4.71024412894621	validation	129
#FF0000	-1.37779152486473	-1.37779152486473	validation	130
#FF0000	1.79993461119011	1.79993461119011	validation	131
#FF0000	-2.36280069686472	-2.36280069686472	validation	132
#FF0000	-3.14285738626495	-3.14285738626495	validation	133
#FF0000	-3.14856778364629	-3.14856778364629	validation	134
#FF0000	-1.20703253429383	-1.20703253429383	validation	135
#FF0000	3.47024392103776	3.47024392103776	validation	136
#FF0000	-0.0192386656999588	-0.0192386656999588	validation	137
#FF0000	2.90585573529825	2.90585573529825	validation	138
#FF0000	3.38463871972635	3.38463871972635	validation	139
#FF0000	-0.430961351376027	-0.430961351376027	validation	140
#FF0000	2.994758146815	2.994758146815	validation	141
#FF0000	-1.18056938750669	-1.18056938750669	validation	142
#FF0000	2.59701231494546	2.59701231494546	validation	143
#FF0000	-0.632243978325278	-0.632243978325278	validation	144
#FF0000	4.0421772073023	4.0421772073023	validation	145
#FF0000	-1.80465086130425	-1.80465086130425	validation	146
#FF0000	-4.17430907255039	-4.17430907255039	validation	147
#FF0000	3.16289079375565	3.16289079375565	validation	148
#FF0000	3.98476220667362	3.98476220667362	validation	149
#FF0000	4.66496397741139	4.66496397741139	validation	150
#FF0000	0.730688830371946	0.730688830371946	validation	151
#FF0000	2.20079496502876	2.20079496502876	validation	152
#FF0000	2.74058624170721	2.74058624170721	validation	153
#FF0000	1.27760800532997	1.27760800532997	validation	154
#FF0000	2.22989341476932	2.22989341476932	validation	155
#FF0000	-1.13168721087277	-1.13168721087277	validation	156
#FF0000	-3.37209222139791	-3.37209222139791	validation	157
#FF0000	-3.12771716620773	-3.12771716620773	validation	158
#FF0000	-1.08750525861979	-1.08750525861979	validation	159
#FF0000	-2.26098790299147	-2.26098790299147	validation	160
#FF0000	-3.08082251809537	-3.08082251809537	validation	161
#FF0000	0.0439180643297732	0.0439180643297732	validation	162
#FF0000	2.63840356841683	2.63840356841683	validation	163
#FF0000	1.93668870721012	1.93668870721012	validation	164
#FF0000	0.440541882999241	0.440541882999241	validation	165
#FF0000	1.59087226260453	1.59087226260453	validation	166
#FF0000	-0.312716199550778	-0.312716199550778	validation	167
#FF0000	-0.181944610085338	-0.181944610085338	validation	168
#FF0000	-1.62936401553452	-1.62936401553452	validation	169
#FF0000	-0.754736983217299	-0.754736983217299	validation	170
#FF0000	-2.12984869023785	-2.12984869023785	validation	171
#FF0000	1.0119153209962	1.0119153209962	validation	172
#FF0000	3.40742326341569	3.40742326341569	validation	173
#FF0000	1.20837047696114	1.20837047696114	validation	174
#FF0000	-3.65448380820453	-3.65448380820453	validation	175
#FF0000	0.677224295213819	0.677224295213819	validation	176
#FF0000	-0.565736689604819	-0.565736689604819	validation	177
#FF0000	-0.620245772879571	-0.620245772879571	validation	178
#FF0000	1.23617232544348	1.23617232544348	validation	179
#FF0000	4.32653341908008	4.32653341908008	validation	180
#FF0000	3.88492583297193	3.88492583297193	validation	181
#FF0000	3.78540561068803	3.78540561068803	validation	182
#FF0000	-2.57823052350432	-2.57823052350432	validation	183
#FF0000	2.41453797090799	2.41453797090799	validation	184
#FF0000	-1.12343686632812	-1.12343686632812	validation	185
#FF0000	-4.21048261225224	-4.21048261225224	validation	186
#FF0000	-4.05164449941367	-4.05164449941367	validation	187
#FF0000	2.62142731109634	2.62142731109634	validation	188
#FF0000	-1.52105974266306	-1.52105974266306	validation	189
#FF0000	-0.832332910504192	-0.832332910504192	validation	190
#FF0000	-1.55983769334853	-1.55983769334853	validation	191
#FF0000	-4.91589077282697	-4.91589077282697	validation	192
#FF0000	4.11574990721419	4.11574990721419	validation	193
#FF0000	-3.17794581409544	-3.17794581409544	validation	194
#FF0000	2.22803449025378	2.22803449025378	validation	195
#FF0000	0.719633307307959	0.719633307307959	validation	196
#FF0000	0.400364135857671	0.400364135857671	validation	197
#FF0000	-1.45052584586665	-1.45052584586665	validation	198
#FF0000	3.24091838207096	3.24091838207096	validation	199
#FF0000	-3.13863238785416	-3.13863238785416	validation	200
#000000	4.88909297855571	4.88909297855571	subtrain	201
#000000	-1.02254546713084	-1.02254546713084	subtrain	202
#000000	-3.84302221238613	-3.84302221238613	subtrain	203
#000000	-4.30251321289688	-4.30251321289688	subtrain	204
#000000	-2.56250609410927	-2.56250609410927	subtrain	205
#000000	2.92010425822809	2.92010425822809	subtrain	206
#000000	-1.59937647171319	-1.59937647171319	subtrain	207
#000000	4.72062500659376	4.72062500659376	subtrain	208
#000000	-3.34144515451044	-3.34144515451044	subtrain	209
#000000	-0.408963342197239	-0.408963342197239	subtrain	210
#FF0000	-3.28251923201606	-3.28251923201606	validation	211
#FF0000	-2.68522898200899	-2.68522898200899	validation	212
#FF0000	2.72811945760623	2.72811945760623	validation	213
#FF0000	-4.03698458336294	-4.03698458336294	validation	214
#FF0000	-0.46552229905501	-0.46552229905501	validation	215
#FF0000	-4.15299287065864	-4.15299287065864	validation	216
#FF0000	0.606658670585603	0.606658670585603	validation	217
#FF0000	-4.91295400075614	-4.91295400075614	validation	218
#FF0000	4.85737090697512	4.85737090697512	validation	219
#FF0000	-1.83415195904672	-1.83415195904672	validation	220
#FF0000	1.3944894191809	1.3944894191809	validation	221
#FF0000	-2.04776764614508	-2.04776764614508	validation	222
#FF0000	4.96703693876043	4.96703693876043	validation	223
#FF0000	4.06021320261061	4.06021320261061	validation	224
#FF0000	4.88739144057035	4.88739144057035	validation	225
#FF0000	-4.3435426056385	-4.3435426056385	validation	226
#FF0000	1.27038758480921	1.27038758480921	validation	227
#FF0000	-0.0952495913952589	-0.0952495913952589	validation	228
#FF0000	4.71024412894621	4.71024412894621	validation	229
#FF0000	-1.37779152486473	-1.37779152486473	validation	230
#FF0000	1.79993461119011	1.79993461119011	validation	231
#FF0000	-2.36280069686472	-2.36280069686472	validation	232
#FF0000	-3.14285738626495	-3.14285738626495	validation	233
#FF0000	-3.14856778364629	-3.14856778364629	validation	234
#FF0000	-1.20703253429383	-1.20703253429383	validation	235
#FF0000	3.47024392103776	3.47024392103776	validation	236
#FF0000	-0.0192386656999588	-0.0192386656999588	validation	237
#FF0000	2.90585573529825	2.90585573529825	validation	238
#FF0000	3.38463871972635	3.38463871972635	validation	239
#FF0000	-0.430961351376027	-0.430961351376027	validation	240
#FF0000	2.994758146815	2.994758146815	validation	241
#FF0000	-1.18056938750669	-1.18056938750669	validation	242
#FF0000	2.59701231494546	2.59701231494546	validation	243
#FF0000	-0.632243978325278	-0.632243978325278	validation	244
#FF0000	4.0421772073023	4.0421772073023	validation	245
#FF0000	-1.80465086130425	-1.80465086130425	validation	246
#FF0000	-4.17430907255039	-4.17430907255039	validation	247
#FF0000	3.16289079375565	3.16289079375565	validation	248
#FF0000	3.98476220667362	3.98476220667362	validation	249
#FF0000	4.66496397741139	4.66496397741139	validation	250
#FF0000	0.730688830371946	0.730688830371946	validation	251
#FF0000	2.20079496502876	2.20079496502876	validation	252
#FF0000	2.74058624170721	2.74058624170721	validation	253
#FF0000	1.27760800532997	1.27760800532997	validation	254
#FF0000	2.22989341476932	2.22989341476932	validation	255
#FF0000	-1.13168721087277	-1.13168721087277	validation	256
#FF0000	-3.37209222139791	-3.37209222139791	validation	257
#FF0000	-3.12771716620773	-3.12771716620773	validation	258
#FF0000	-1.08750525861979	-1.08750525861979	validation	259
#FF0000	-2.26098790299147	-2.26098790299147	validation	260
#FF0000	-3.08082251809537	-3.08082251809537	validation	261
#FF0000	0.0439180643297732	0.0439180643297732	validation	262
#FF0000	2.63840356841683	2.63840356841683	validation	263
#FF0000	1.93668870721012	1.93668870721012	validation	264
#FF0000	0.440541882999241	0.440541882999241	validation	265
#FF0000	1.59087226260453	1.59087226260453	validation	266
#FF0000	-0.312716199550778	-0.312716199550778	validation	267
#FF0000	-0.181944610085338	-0.181944610085338	validation	268
#FF0000	-1.62936401553452	-1.62936401553452	validation	269
#FF0000	-0.754736983217299	-0.754736983217299	validation	270
#FF0000	-2.12984869023785	-2.12984869023785	validation	271
#FF0000	1.0119153209962	1.0119153209962	validation	272
#FF0000	3.40742326341569	3.40742326341569	validation	273
#FF0000	1.20837047696114	1.20837047696114	validation	274
#FF0000	-3.65448380820453	-3.65448380820453	validation	275
#FF0000	0.677224295213819	0.677224295213819	validation	276
#FF0000	-0.565736689604819	-0.565736689604819	validation	277
#FF0000	-0.620245772879571	-0.620245772879571	validation	278
#FF0000	1.23617232544348	1.23617232544348	validation	279
#FF0000	4.32653341908008	4.32653341908008	validation	280
#FF0000	3.88492583297193	3.88492583297193	validation	281
#FF0000	3.78540561068803	3.78540561068803	validation	282
#FF0000	-2.57823052350432	-2.57823052350432	validation	283
#FF0000	2.41453797090799	2.41453797090799	validation	284
#FF0000	-1.12343686632812	-1.12343686632812	validation	285
#FF0000	-4.21048261225224	-4.21048261225224	validation	286
#FF0000	-4.05164449941367	-4.05164449941367	validation	287
#FF0000	2.62142731109634	2.62142731109634	validation	288
#FF0000	-1.52105974266306	-1.52105974266306	validation	289
#FF0000	-0.832332910504192	-0.832332910504192	validation	290
#FF0000	-1.55983769334853	-1.55983769334853	validation	291
#FF0000	-4.91589077282697	-4.91589077282697	validation	292
#FF0000	4.11574990721419	4.11574990721419	validation	293
#FF0000	-3.17794581409544	-3.17794581409544	validation	294
#FF0000	2.22803449025378	2.22803449025378	validation	295
#FF0000	0.719633307307959	0.719633307307959	validation	296
#FF0000	0.400364135857671	0.400364135857671	validation	297
#FF0000	-1.45052584586665	-1.45052584586665	validation	298
#FF0000	3.24091838207096	3.24091838207096	validation	299
#FF0000	-3.13863238785416	-3.13863238785416	validation	300
#000000	4.88909297855571	4.88909297855571	subtrain	301
#000000	-1.02254546713084	-1.02254546713084	subtrain	302
#000000	-3.84302221238613	-3.84302221238613	subtrain	303
#000000	-4.30251321289688	-4.30251321289688	subtrain	304
#000000	-2.56250609410927	-2.56250609410927	subtrain	305
#000000	2.92010425822809	2.92010425822809	subtrain	306
#000000	-1.59937647171319	-1.59937647171319	subtrain	307
#000000	4.72062500659376	4.72062500659376	subtrain	308
#000000	-3.34144515451044	-3.34144515451044	subtrain	309
#000000	-0.408963342197239	-0.408963342197239	subtrain	310
#FF0000	-3.28251923201606	-3.28251923201606	validation	311
#FF0000	-2.68522898200899	-2.68522898200899	validation	312
#FF0000	2.72811945760623	2.72811945760623	validation	313
#FF0000	-4.03698458336294	-4.03698458336294	validation	314
#FF0000	-0.46552229905501	-0.46552229905501	validation	315
#FF0000	-4.15299287065864	-4.15299287065864	validation	316
#FF0000	0.606658670585603	0.606658670585603	validation	317
#FF0000	-4.91295400075614	-4.91295400075614	validation	318
#FF0000	4.85737090697512	4.85737090697512	validation	319
#FF0000	-1.83415195904672	-1.83415195904672	validation	320
#FF0000	1.3944894191809	1.3944894191809	validation	321
#FF0000	-2.04776764614508	-2.04776764614508	validation	322
#FF0000	4.96703693876043	4.96703693876043	validation	323
#FF0000	4.06021320261061	4.06021320261061	validation	324
#FF0000	4.88739144057035	4.88739144057035	validation	325
#FF0000	-4.3435426056385	-4.3435426056385	validation	326
#FF0000	1.27038758480921	1.27038758480921	validation	327
#FF0000	-0.0952495913952589	-0.0952495913952589	validation	328
#FF0000	4.71024412894621	4.71024412894621	validation	329
#FF0000	-1.37779152486473	-1.37779152486473	validation	330
#FF0000	1.79993461119011	1.79993461119011	validation	331
#FF0000	-2.36280069686472	-2.36280069686472	validation	332
#FF0000	-3.14285738626495	-3.14285738626495	validation	333
#FF0000	-3.14856778364629	-3.14856778364629	validation	334
#FF0000	-1.20703253429383	-1.20703253429383	validation	335
#FF0000	3.47024392103776	3.47024392103776	validation	336
#FF0000	-0.0192386656999588	-0.0192386656999588	validation	337
#FF0000	2.90585573529825	2.90585573529825	validation	338
#FF0000	3.38463871972635	3.38463871972635	validation	339
#FF0000	-0.430961351376027	-0.430961351376027	validation	340
#FF0000	2.994758146815	2.994758146815	validation	341
#FF0000	-1.18056938750669	-1.18056938750669	validation	342
#FF0000	2.59701231494546	2.59701231494546	validation	343
#FF0000	-0.632243978325278	-0.632243978325278	validation	344
#FF0000	4.0421772073023	4.0421772073023	validation	345
#FF0000	-1.80465086130425	-1.80465086130425	validation	346
#FF0000	-4.17430907255039	-4.17430907255039	validation	347
#FF0000	3.16289079375565	3.16289079375565	validation	348
#FF0000	3.98476220667362	3.98476220667362	validation	349
#FF0000	4.66496397741139	4.66496397741139	validation	350
#FF0000	0.730688830371946	0.730688830371946	validation	351
#FF0000	2.20079496502876	2.20079496502876	validation	352
#FF0000	2.74058624170721	2.74058624170721	validation	353
#FF0000	1.27760800532997	1.27760800532997	validation	354
#FF0000	2.22989341476932	2.22989341476932	validation	355
#FF0000	-1.13168721087277	-1.13168721087277	validation	356
#FF0000	-3.37209222139791	-3.37209222139791	validation	357
#FF0000	-3.12771716620773	-3.12771716620773	validation	358
#FF0000	-1.08750525861979	-1.08750525861979	validation	359
#FF0000	-2.26098790299147	-2.26098790299147	validation	360
#FF0000	-3.08082251809537	-3.08082251809537	validation	361
#FF0000	0.0439180643297732	0.0439180643297732	validation	362
#FF0000	2.63840356841683	2.63840356841683	validation	363
#FF0000	1.93668870721012	1.93668870721012	validation	364
#FF0000	0.440541882999241	0.440541882999241	validation	365
#FF0000	1.59087226260453	1.59087226260453	validation	366
#FF0000	-0.312716199550778	-0.312716199550778	validation	367
#FF0000	-0.181944610085338	-0.181944610085338	validation	368
#FF0000	-1.62936401553452	-1.62936401553452	validation	369
#FF0000	-0.754736983217299	-0.754736983217299	validation	370
#FF0000	-2.12984869023785	-2.12984869023785	validation	371
#FF0000	1.0119153209962	1.0119153209962	validation	372
#FF0000	3.40742326341569	3.40742326341569	validation	373
#FF0000	1.20837047696114	1.20837047696114	validation	374
#FF0000	-3.65448380820453	-3.65448380820453	validation	375
#FF0000	0.677224295213819	0.677224295213819	validation	376
#FF0000	-0.565736689604819	-0.565736689604819	validation	377
#FF0000	-0.620245772879571	-0.620245772879571	validation	378
#FF0000	1.23617232544348	1.23617232544348	validation	379
#FF0000	4.32653341908008	4.32653341908008	validation	380
#FF0000	3.88492583297193	3.88492583297193	validation	381
#FF0000	3.78540561068803	3.78540561068803	validation	382
#FF0000	-2.57823052350432	-2.57823052350432	validation	383
#FF0000	2.41453797090799	2.41453797090799	validation	384
#FF0000	-1.12343686632812	-1.12343686632812	validation	385
#FF0000	-4.21048261225224	-4.21048261225224	validation	386
#FF0000	-4.05164449941367	-4.05164449941367	validation	387
#FF0000	2.62142731109634	2.62142731109634	validation	388
#FF0000	-1.52105974266306	-1.52105974266306	validation	389
#FF0000	-0.832332910504192	-0.832332910504192	validation	390
#FF0000	-1.55983769334853	-1.55983769334853	validation	391
#FF0000	-4.91589077282697	-4.91589077282697	validation	392
#FF0000	4.11574990721419	4.11574990721419	validation	393
#FF0000	-3.17794581409544	-3.17794581409544	validation	394
#FF0000	2.22803449025378	2.22803449025378	validation	395
#FF0000	0.719633307307959	0.719633307307959	validation	396
#FF0000	0.400364135857671	0.400364135857671	validation	397
#FF0000	-1.45052584586665	-1.45052584586665	validation	398
#FF0000	3.24091838207096	3.24091838207096	validation	399
#FF0000	-3.13863238785416	-3.13863238785416	validation	400
#000000	4.88909297855571	4.88909297855571	subtrain	401
#000000	-1.02254546713084	-1.02254546713084	subtrain	402
#000000	-3.84302221238613	-3.84302221238613	subtrain	403
#000000	-4.30251321289688	-4.30251321289688	subtrain	404
#000000	-2.56250609410927	-2.56250609410927	subtrain	405
#000000	2.92010425822809	2.92010425822809	subtrain	406
#000000	-1.59937647171319	-1.59937647171319	subtrain	407
#000000	4.72062500659376	4.72062500659376	subtrain	408
#000000	-3.34144515451044	-3.34144515451044	subtrain	409
#000000	-0.408963342197239	-0.408963342197239	subtrain	410
#FF0000	-3.28251923201606	-3.28251923201606	validation	411
#FF0000	-2.68522898200899	-2.68522898200899	validation	412
#FF0000	2.72811945760623	2.72811945760623	validation	413
#FF0000	-4.03698458336294	-4.03698458336294	validation	414
#FF0000	-0.46552229905501	-0.46552229905501	validation	415
#FF0000	-4.15299287065864	-4.15299287065864	validation	416
#FF0000	0.606658670585603	0.606658670585603	validation	417
#FF0000	-4.91295400075614	-4.91295400075614	validation	418
#FF0000	4.85737090697512	4.85737090697512	validation	419
#FF0000	-1.83415195904672	-1.83415195904672	validation	420
#FF0000	1.3944894191809	1.3944894191809	validation	421
#FF0000	-2.04776764614508	-2.04776764614508	validation	422
#FF0000	4.96703693876043	4.96703693876043	validation	423
#FF0000	4.06021320261061	4.06021320261061	validation	424
#FF0000	4.88739144057035	4.88739144057035	validation	425
#FF0000	-4.3435426056385	-4.3435426056385	validation	426
#FF0000	1.27038758480921	1.27038758480921	validation	427
#FF0000	-0.0952495913952589	-0.0952495913952589	validation	428
#FF0000	4.71024412894621	4.71024412894621	validation	429
#FF0000	-1.37779152486473	-1.37779152486473	validation	430
#FF0000	1.79993461119011	1.79993461119011	validation	431
#FF0000	-2.36280069686472	-2.36280069686472	validation	432
#FF0000	-3.14285738626495	-3.14285738626495	validation	433
#FF0000	-3.14856778364629	-3.14856778364629	validation	434
#FF0000	-1.20703253429383	-1.20703253429383	validation	435
#FF0000	3.47024392103776	3.47024392103776	validation	436
#FF0000	-0.0192386656999588	-0.0192386656999588	validation	437
#FF0000	2.90585573529825	2.90585573529825	validation	438
#FF0000	3.38463871972635	3.38463871972635	validation	439
#FF0000	-0.430961351376027	-0.430961351376027	validation	440
#FF0000	2.994758146815	2.994758146815	validation	441
#FF0000	-1.18056938750669	-1.18056938750669	validation	442
#FF0000	2.59701231494546	2.59701231494546	validation	443
#FF0000	-0.632243978325278	-0.632243978325278	validation	444
#FF0000	4.0421772073023	4.0421772073023	validation	445
#FF0000	-1.80465086130425	-1.80465086130425	validation	446
#FF0000	-4.17430907255039	-4.17430907255039	validation	447
#FF0000	3.16289079375565	3.16289079375565	validation	448
#FF0000	3.98476220667362	3.98476220667362	validation	449
#FF0000	4.66496397741139	4.66496397741139	validation	450
#FF0000	0.730688830371946	0.730688830371946	validation	451
#FF0000	2.20079496502876	2.20079496502876	validation	452
#FF0000	2.74058624170721	2.74058624170721	validation	453
#FF0000	1.27760800532997	1.27760800532997	validation	454
#FF0000	2.22989341476932	2.22989341476932	validation	455
#FF0000	-1.13168721087277	-1.13168721087277	validation	456
#FF0000	-3.37209222139791	-3.37209222139791	validation	457
#FF0000	-3.12771716620773	-3.12771716620773	validation	458
#FF0000	-1.08750525861979	-1.08750525861979	validation	459
#FF0000	-2.26098790299147	-2.26098790299147	validation	460
#FF0000	-3.08082251809537	-3.08082251809537	validation	461
#FF0000	0.0439180643297732	0.0439180643297732	validation	462
#FF0000	2.63840356841683	2.63840356841683	validation	463
#FF0000	1.93668870721012	1.93668870721012	validation	464
#FF0000	0.440541882999241	0.440541882999241	validation	465
#FF0000	1.59087226260453	1.59087226260453	validation	466
#FF0000	-0.312716199550778	-0.312716199550778	validation	467
#FF0000	-0.181944610085338	-0.181944610085338	validation	468
#FF0000	-1.62936401553452	-1.62936401553452	validation	469
#FF0000	-0.754736983217299	-0.754736983217299	validation	470
#FF0000	-2.12984869023785	-2.12984869023785	validation	471
#FF0000	1.0119153209962	1.0119153209962	validation	472
#FF0000	3.40742326341569	3.40742326341569	validation	473
#FF0000	1.20837047696114	1.20837047696114	validation	474
#FF0000	-3.65448380820453	-3.65448380820453	validation	475
#FF0000	0.677224295213819	0.677224295213819	validation	476
#FF0000	-0.565736689604819	-0.565736689604819	validation	477
#FF0000	-0.620245772879571	-0.620245772879571	validation	478
#FF0000	1.23617232544348	1.23617232544348	validation	479
#FF0000	4.32653341908008	4.32653341908008	validation	480
#FF0000	3.88492583297193	3.88492583297193	validation	481
#FF0000	3.78540561068803	3.78540561068803	validation	482
#FF0000	-2.57823052350432	-2.57823052350432	validation	483
#FF0000	2.41453797090799	2.41453797090799	validation	484
#FF0000	-1.12343686632812	-1.12343686632812	validation	485
#FF0000	-4.21048261225224	-4.21048261225224	validation	486
#FF0000	-4.05164449941367	-4.05164449941367	validation	487
#FF0000	2.62142731109634	2.62142731109634	validation	488
#FF0000	-1.52105974266306	-1.52105974266306	validation	489
#FF0000	-0.832332910504192	-0.832332910504192	validation	490
#FF0000	-1.55983769334853	-1.55983769334853	validation	491
#FF0000	-4.91589077282697	-4.91589077282697	validation	492
#FF0000	4.11574990721419	4.11574990721419	validation	493
#FF0000	-3.17794581409544	-3.17794581409544	validation	494
#FF0000	2.22803449025378	2.22803449025378	validation	495
#FF0000	0.719633307307959	0.719633307307959	validation	496
